title,link
TMS 2348: Octa-Canarians,https://www.youtube.com/watch?v=rt8bOaEQF4M
TMS 2349: Welcome to Clown Town,https://www.youtube.com/watch?v=8DNCQ481RR8
TMS 2353: Taco Hell,https://www.youtube.com/watch?v=y1TfBfDrjJE
TMS 2354: Click the Monkey!,https://www.youtube.com/watch?v=6CnRuUQr-hc
TMS 2355: Cow Choke Point,https://www.youtube.com/watch?v=Chj720DP52k
TMS 2356: Explain your pants,https://www.youtube.com/watch?v=OzQ04TnW8qk
TMS 2359: Zero points of articulation,https://www.youtube.com/watch?v=xgF5aas67L0
TMS 2362: Chicken Fork,https://www.youtube.com/watch?v=kVBxysQVjxc
TMS 2364: Curbside Soul Delivery,https://www.youtube.com/watch?v=6PkyW88EEAA
TMS 2365: No One Wants Hungry Greasy Turkey,https://www.youtube.com/watch?v=AIEFlr0l3gM
TMS 2366: Oops All Viagra,https://www.youtube.com/watch?v=V9wNO3mKHZM
TMS 2372: Schmo?,https://www.youtube.com/watch?v=V1SU5Cfbf5I
TMS 2380: Sopranosaurus,https://www.youtube.com/watch?v=MVmZONKzJZk
TMS 2383: Mistakes on a Plane,https://www.youtube.com/watch?v=dDAh79yJJNM
TMS 2391: Dingly Dangly Dongle,https://www.youtube.com/watch?v=Tsdy_oZTHJY
TMS 2393: How chunky is the Monkey,https://www.youtube.com/watch?v=HVg6Ckg6X6E
TMS 2395: Zamboni the Vampire,https://www.youtube.com/watch?v=YR2_jD46XAQ
TMS 2399: Dr. Tobias Aturn,https://www.youtube.com/watch?v=kiFr6VRzp8k
TMS 2401: Potato C.H.I.P.S.,https://www.youtube.com/watch?v=52MAYExW_CM
TMS 2402: Bjork Irritation,https://www.youtube.com/watch?v=InmbL5J4aqI
MS 2423: How I Met Your Matcha,https://www.youtube.com/watch?v=LrKwHf5cuY0
TMS 2424: Cocaine Dingos,https://www.youtube.com/watch?v=W_BPTMAOHwk
TMS 2429: Just suck em,https://www.youtube.com/watch?v=Y-co0xQoPRw
TMS 2434: My Newt Minute,https://www.youtube.com/watch?v=SSeRVC8b3OQ
TMS 2435: Nacho Nacho Wins!,https://www.youtube.com/watch?v=6E9VmyNbBVc
TMS 2436: Traumatized Batman Resin Sculpture,https://www.youtube.com/watch?v=_S3jq9hiYkA
TMS 2444: Passive Aggressive Bingo,https://www.youtube.com/watch?v=ORfb_KDSlwg
TMS 2449: The H is Silent,https://www.youtube.com/watch?v=cUN7GLpBH9Q
TMS 2451: Dog Spurt,https://www.youtube.com/watch?v=y-dN5p97DxI
TMS 2558: BURMP!,https://www.youtube.com/watch?v=vF2BMI8LL_o
